"","age","parent","single","seeingfriends","household","accomplishment","entertainment","family","time","general","food"
"910",71,1,0,0,0,1,0,0,0,0,0
"911",37,1,0,0,0,1,0,0,0,0,0
"914",27,0,1,0,0,0,1,0,0,0,0
"915",23,0,1,0,0,0,1,0,0,0,0
"916",69,1,0,0,0,0,0,1,0,0,0
"917",19,0,1,0,0,0,0,0,0,0,1
"919",24,0,1,0,0,0,0,0,0,0,1
"920",22,0,0,0,0,0,0,0,0,1,0
"921",28,0,1,1,0,0,0,0,0,0,0
"922",35,0,1,0,0,1,0,0,0,0,0
"923",28,1,1,1,0,0,0,0,0,0,0
"925",27,0,1,1,0,0,0,0,0,0,0
"927",41,1,0,0,0,0,0,0,0,1,0
"928",25,0,1,0,0,1,0,0,0,0,0
"929",22,0,1,0,0,0,0,0,0,1,0
"931",82,0,0,0,0,0,1,0,0,0,0
"933",35,0,1,0,0,0,0,0,0,0,1
"935",20,1,1,0,0,0,0,0,1,0,0
"936",26,0,0,0,1,0,0,0,0,0,0
"938",25,0,1,0,0,0,1,0,0,0,0
"939",19,0,1,0,0,0,0,0,0,0,1
"940",26,0,1,0,0,0,0,0,0,1,0
"942",37,1,0,0,0,0,1,0,0,0,0
"943",45,0,1,0,1,0,0,0,0,0,0
"944",76,1,0,0,0,0,0,0,0,1,0
"945",29,0,0,0,0,0,0,1,0,0,0
"947",21,0,1,0,0,1,0,0,0,0,0
"948",55,0,1,0,0,0,0,0,0,1,0
"949",29,0,0,0,1,0,0,0,0,0,0
"953",33,1,0,0,0,0,0,0,1,0,0
"956",28,0,1,0,0,0,0,0,0,0,1
"957",38,1,1,0,0,0,0,1,0,0,0
"961",43,1,0,0,0,0,1,0,0,0,0
"964",41,0,0,0,0,0,1,0,0,0,0
"967",30,0,1,0,0,0,0,0,0,0,1
"968",43,0,1,0,0,0,0,0,1,0,0
"971",41,1,1,0,1,0,0,0,0,0,0
"972",30,1,1,1,0,0,0,0,0,0,0
"974",20,0,1,0,0,1,0,0,0,0,0
"978",39,0,0,0,0,0,0,1,0,0,0
"979",54,0,0,0,0,0,0,0,0,0,1
"980",34,0,0,1,0,0,0,0,0,0,0
"982",43,1,0,0,0,1,0,0,0,0,0
"983",43,1,0,1,0,0,0,0,0,0,0
"984",44,1,0,0,0,0,0,1,0,0,0
"986",19,0,1,0,0,0,1,0,0,0,0
"987",28,0,1,0,0,1,0,0,0,0,0
"988",37,1,0,0,0,0,1,0,0,0,0
"989",26,0,1,0,1,0,0,0,0,0,0
"992",22,0,1,1,0,0,0,0,0,0,0
"993",33,1,0,0,0,1,0,0,0,0,0
"995",33,1,0,0,0,0,0,0,0,0,1
"997",23,0,1,0,0,1,0,0,0,0,0
"998",27,1,1,0,0,0,0,1,0,0,0
"999",30,0,0,1,0,0,0,0,0,0,0
"1000",36,0,0,0,0,0,0,0,0,1,0
"1001",34,0,1,0,0,0,1,0,0,0,0
"1002",45,1,0,0,0,0,0,1,0,0,0
"1003",24,0,0,0,0,1,0,0,0,0,0
"1004",40,1,0,0,0,0,0,0,0,0,1
"1005",25,0,1,0,0,0,0,0,1,0,0
"1006",26,0,1,0,0,0,1,0,0,0,0
"1007",42,0,0,0,0,0,0,1,0,0,0
"1009",33,0,1,0,0,0,0,1,0,0,0
"1010",25,0,1,0,0,0,0,1,0,0,0
"1012",62,0,1,0,0,0,0,0,1,0,0
"1015",29,1,0,0,0,0,0,1,0,0,0
"1016",39,1,0,0,0,0,0,0,0,0,1
"1017",33,0,1,0,0,0,0,1,0,0,0
"1018",42,0,1,0,0,0,1,0,0,0,0
"1019",40,0,0,0,0,0,1,0,0,0,0
"1022",37,0,0,0,0,1,0,0,0,0,0
"1024",42,1,1,0,0,0,0,0,0,0,1
"1025",72,1,0,1,0,0,0,0,0,0,0
"1026",21,0,1,0,1,0,0,0,0,0,0
"1027",43,1,0,1,0,0,0,0,0,0,0
"1029",47,1,0,0,0,0,0,1,0,0,0
"1033",33,1,0,1,0,0,0,0,0,0,0
"1035",35,0,0,0,0,0,0,0,0,1,0
"1039",48,1,0,1,0,0,0,0,0,0,0
"1040",41,1,0,0,0,0,0,0,1,0,0
"1041",70,0,1,0,0,0,0,1,0,0,0
"1042",28,0,1,0,0,0,0,0,0,0,1
"1045",41,1,0,0,0,0,0,0,1,0,0
"1046",44,1,0,0,0,0,0,0,1,0,0
"1048",36,0,0,0,0,0,0,0,1,0,0
"1050",42,1,0,0,0,1,0,0,0,0,0
"1053",27,0,1,0,0,0,0,0,0,0,1
"1054",56,1,1,1,0,0,0,0,0,0,0
"1055",29,0,1,0,0,0,0,0,0,1,0
"1056",49,0,1,0,0,0,1,0,0,0,0
"1058",37,0,0,0,0,1,0,0,0,0,0
"1059",27,0,1,0,1,0,0,0,0,0,0
"1060",52,0,0,0,0,1,0,0,0,0,0
"1061",49,1,0,0,0,0,0,0,1,0,0
"1064",23,0,0,0,0,0,0,1,0,0,0
"1065",46,0,1,0,0,0,1,0,0,0,0
"1066",54,1,0,0,0,0,0,0,1,0,0
"1067",42,1,1,0,0,0,0,0,0,1,0
"1068",39,0,1,0,1,0,0,0,0,0,0
"1069",50,1,1,0,0,0,0,0,0,0,1
"1070",34,1,0,0,0,0,0,0,0,1,0
"1071",30,0,0,0,0,1,0,0,0,0,0
"1075",60,1,0,0,0,0,0,0,0,0,1
"1076",45,1,0,0,0,0,0,0,0,0,1
"1077",23,0,1,0,0,1,0,0,0,0,0
"1078",26,0,1,0,0,0,0,0,0,1,0
"1079",28,1,1,0,1,0,0,0,0,0,0
"1081",29,0,1,0,0,0,0,0,0,1,0
"1082",19,0,1,0,1,0,0,0,0,0,0
"1083",35,1,0,0,0,0,0,0,0,0,1
"1084",51,1,0,0,0,0,0,0,0,0,1
"1085",74,1,0,0,0,1,0,0,0,0,0
"1086",28,0,1,0,0,0,0,0,0,0,1
"1087",54,0,0,0,0,0,0,1,0,0,0
"1092",38,0,1,0,0,1,0,0,0,0,0
"1093",43,0,0,1,0,0,0,0,0,0,0
"1095",36,1,1,0,0,0,0,0,0,1,0
"1097",46,0,1,0,0,0,0,1,0,0,0
"1099",33,0,0,0,0,0,1,0,0,0,0
"1100",77,0,0,0,0,0,1,0,0,0,0
"1101",23,0,1,0,0,0,1,0,0,0,0
"1102",29,0,1,0,0,0,0,0,1,0,0
"1103",45,1,0,0,0,1,0,0,0,0,0
"1104",42,1,0,0,0,0,0,0,0,0,1
"1105",25,0,1,0,0,0,0,0,0,1,0
"1109",49,0,1,0,0,0,0,0,1,0,0
"1111",49,1,0,0,1,0,0,0,0,0,0
"1112",37,0,1,0,0,1,0,0,0,0,0
"1114",40,0,0,0,1,0,0,0,0,0,0
"1115",49,1,0,0,0,0,0,0,0,0,1
"1116",46,1,0,0,1,0,0,0,0,0,0
"1117",33,1,0,0,0,0,0,0,0,0,1
"1119",35,0,1,0,0,0,1,0,0,0,0
"1121",56,1,0,0,0,1,0,0,0,0,0
"1122",62,0,1,0,0,0,0,1,0,0,0
"1125",41,0,1,0,0,0,0,0,0,1,0
"1128",19,0,1,0,0,0,1,0,0,0,0
"1129",35,0,1,0,0,0,1,0,0,0,0
"1131",23,0,0,1,0,0,0,0,0,0,0
"1132",40,1,0,0,0,0,0,0,1,0,0
"1133",41,0,1,0,0,0,1,0,0,0,0
"1134",64,1,0,0,0,0,0,0,1,0,0
"1137",57,1,0,0,0,0,1,0,0,0,0
"1138",54,1,0,0,0,0,0,0,1,0,0
"1143",20,0,1,0,1,0,0,0,0,0,0
"1144",35,0,1,0,0,0,0,0,0,0,1
"1145",21,0,1,0,0,0,0,0,1,0,0
"1146",20,0,1,0,0,0,0,0,0,0,1
"1147",52,1,0,0,0,0,0,0,1,0,0
"1148",44,0,1,0,0,0,0,0,1,0,0
"1150",21,1,1,0,1,0,0,0,0,0,0
"1151",29,0,1,0,1,0,0,0,0,0,0
"1152",22,0,1,1,0,0,0,0,0,0,0
"1153",25,1,0,0,0,0,0,0,0,0,1
"1154",66,0,1,0,0,0,0,0,1,0,0
"1155",37,0,0,0,0,0,0,1,0,0,0
"1156",33,1,0,0,0,1,0,0,0,0,0
"1160",19,0,1,1,0,0,0,0,0,0,0
"1162",47,0,0,0,0,0,0,0,0,1,0
"1163",66,0,1,0,0,0,0,0,0,1,0
"1164",43,0,1,0,0,0,0,0,0,0,1
"1165",77,1,0,0,1,0,0,0,0,0,0
"1166",39,0,0,0,0,0,0,0,1,0,0
"1168",33,0,1,0,0,0,0,0,0,0,1
"1169",42,0,1,0,0,0,0,0,0,0,1
"1170",27,1,0,0,0,0,0,0,0,0,1
"1174",24,0,1,0,1,0,0,0,0,0,0
"1175",43,1,0,0,0,1,0,0,0,0,0
"1176",35,0,0,1,0,0,0,0,0,0,0
"1177",51,1,0,0,1,0,0,0,0,0,0
"1178",25,0,1,0,0,0,0,0,0,0,1
"1180",29,0,1,1,0,0,0,0,0,0,0
"1182",23,0,0,1,0,0,0,0,0,0,0
"1183",29,1,0,0,0,0,0,0,0,0,1
"1184",49,1,0,0,0,1,0,0,0,0,0
"1186",36,1,0,0,0,0,0,0,0,0,1
"1188",35,0,1,1,0,0,0,0,0,0,0
"1191",57,0,0,0,0,0,0,0,0,1,0
"1192",30,1,0,0,0,0,1,0,0,0,0
"1194",39,1,0,0,0,0,1,0,0,0,0
"1195",22,0,0,0,0,0,0,1,0,0,0
"1196",35,0,1,0,0,0,1,0,0,0,0
"1197",29,0,0,0,1,0,0,0,0,0,0
"1198",58,1,0,0,0,0,0,0,0,0,1
"1200",74,0,1,0,0,0,0,0,0,0,1
"1201",21,0,1,0,1,0,0,0,0,0,0
"1202",48,1,0,0,0,0,0,0,1,0,0
"1203",37,0,0,0,0,0,0,0,0,1,0
"1205",62,1,0,0,0,0,0,0,0,0,1
"1206",39,0,1,1,0,0,0,0,0,0,0
"1210",35,1,0,0,0,0,0,0,0,0,1
"1211",39,0,1,0,0,0,1,0,0,0,0
"1212",33,1,0,0,0,0,0,1,0,0,0
"1213",72,1,0,0,0,0,1,0,0,0,0
"1214",55,1,1,0,0,0,0,0,0,1,0
"1218",35,1,0,0,0,0,0,1,0,0,0
"1219",29,0,1,0,0,0,1,0,0,0,0
"1222",19,0,1,0,0,1,0,0,0,0,0
"1225",28,0,1,0,0,0,1,0,0,0,0
"1226",29,0,1,0,0,0,0,0,0,1,0
"1228",21,1,0,0,0,0,1,0,0,0,0
"1230",38,0,1,0,0,0,1,0,0,0,0
"1234",68,1,0,0,0,0,0,1,0,0,0
"1236",27,0,1,1,0,0,0,0,0,0,0
"1237",29,0,0,0,0,0,0,0,0,0,1
"1238",43,1,0,0,0,0,0,0,0,0,1
"1242",30,0,1,0,0,0,0,1,0,0,0
"1243",27,0,1,0,0,0,0,0,0,1,0
"1244",75,1,0,0,0,0,0,0,1,0,0
"1246",21,0,1,0,0,1,0,0,0,0,0
"1247",42,1,0,1,0,0,0,0,0,0,0
"1248",39,0,1,0,0,0,1,0,0,0,0
"1249",59,1,0,0,1,0,0,0,0,0,0
"1250",28,0,1,0,0,0,0,0,0,1,0
"1251",26,0,1,0,0,0,0,0,1,0,0
"1255",25,0,1,0,0,1,0,0,0,0,0
"1256",35,1,1,0,0,0,0,0,0,0,1
"1257",27,0,1,0,0,0,0,1,0,0,0
"1258",34,0,1,1,0,0,0,0,0,0,0
"1259",34,0,0,1,0,0,0,0,0,0,0
"1262",20,0,1,0,1,0,0,0,0,0,0
"1263",25,0,1,0,1,0,0,0,0,0,0
"1265",25,1,1,1,0,0,0,0,0,0,0
"1267",55,0,1,0,0,0,0,0,0,0,1
"1268",20,0,1,0,0,1,0,0,0,0,0
"1269",19,0,1,0,1,0,0,0,0,0,0
"1270",36,0,1,0,0,0,0,0,1,0,0
"1271",40,0,1,1,0,0,0,0,0,0,0
"1272",44,0,1,0,0,0,0,0,0,1,0
"1273",52,1,0,1,0,0,0,0,0,0,0
"1274",37,1,0,0,0,0,0,0,0,0,1
"1275",29,0,1,0,0,0,0,0,0,0,1
"1276",38,0,1,0,0,0,0,1,0,0,0
"1277",33,0,0,0,0,0,0,0,0,0,1
"1278",22,0,0,0,0,0,1,0,0,0,0
"1279",27,0,1,0,0,0,0,0,1,0,0
"1282",22,0,1,0,0,0,1,0,0,0,0
"1284",23,0,1,0,1,0,0,0,0,0,0
"1286",28,1,0,1,0,0,0,0,0,0,0
"1287",24,0,1,0,0,0,1,0,0,0,0
"1288",33,0,1,0,0,0,0,0,0,0,1
"1289",55,0,1,0,0,0,0,1,0,0,0
"1290",74,1,0,0,0,0,0,0,0,0,1
"1291",19,0,1,0,0,0,1,0,0,0,0
"1292",22,0,0,0,0,0,1,0,0,0,0
"1296",22,0,0,0,0,0,1,0,0,0,0
"1297",21,0,1,0,0,0,0,0,0,0,1
"1298",67,0,1,0,0,0,0,1,0,0,0
"1300",25,1,0,1,0,0,0,0,0,0,0
"1301",28,0,1,0,0,0,0,1,0,0,0
"1302",28,1,0,0,0,0,1,0,0,0,0
"1303",49,1,0,0,1,0,0,0,0,0,0
"1304",61,1,0,0,0,0,0,0,1,0,0
"1305",47,1,0,0,0,1,0,0,0,0,0
"1306",27,0,1,0,0,0,1,0,0,0,0
"1308",45,1,0,0,0,0,0,0,0,0,1
"1309",23,1,0,0,0,0,0,1,0,0,0
"1310",29,0,1,0,0,0,1,0,0,0,0
"1313",23,0,1,0,0,0,0,0,1,0,0
"1314",30,0,1,0,0,0,0,0,1,0,0
"1315",49,1,0,0,0,0,0,0,1,0,0
"1316",30,1,0,0,0,1,0,0,0,0,0
"1318",33,0,1,0,0,0,0,1,0,0,0
"1320",45,0,1,0,0,0,1,0,0,0,0
"1324",70,1,0,0,0,0,0,0,0,0,1
"1325",60,1,0,0,0,0,1,0,0,0,0
"1326",39,0,1,0,0,1,0,0,0,0,0
"1328",74,0,0,0,0,0,1,0,0,0,0
"1329",42,0,0,0,0,0,0,0,0,1,0
"1330",19,0,1,0,0,0,0,0,1,0,0
"1331",24,0,1,1,0,0,0,0,0,0,0
"1333",27,1,0,0,0,1,0,0,0,0,0
"1336",25,0,1,0,0,0,0,1,0,0,0
"1337",34,0,1,0,0,0,0,0,0,0,1
"1339",29,0,1,0,0,0,0,0,0,1,0
"1340",45,0,1,0,0,0,0,1,0,0,0
"1341",41,0,1,0,0,0,0,0,1,0,0
"1342",74,0,1,0,0,0,1,0,0,0,0
"1345",28,0,0,1,0,0,0,0,0,0,0
"1346",62,0,1,0,0,1,0,0,0,0,0
"1348",56,0,1,0,0,0,0,0,0,1,0
"1350",42,0,1,0,0,0,0,0,0,0,1
"1351",19,0,1,0,0,0,0,0,1,0,0
"1357",45,0,0,0,0,0,0,1,0,0,0
"1358",36,0,1,0,0,0,1,0,0,0,0
"1359",37,0,1,0,0,0,0,0,1,0,0
"1360",43,0,0,0,1,0,0,0,0,0,0
"1361",25,1,1,0,0,1,0,0,0,0,0
"1362",21,0,1,0,0,0,1,0,0,0,0
"1365",34,1,1,0,1,0,0,0,0,0,0
"1366",27,1,0,0,0,1,0,0,0,0,0
"1369",33,0,0,0,0,0,0,0,0,0,1
"1370",57,1,0,0,0,0,0,0,0,1,0
"1372",19,0,1,0,1,0,0,0,0,0,0
"1374",46,1,0,1,0,0,0,0,0,0,0
"1376",72,1,0,0,0,0,0,0,0,1,0
"1377",45,0,1,0,0,0,0,1,0,0,0
"1380",60,1,0,0,0,0,0,0,1,0,0
"1381",52,1,0,0,0,0,0,1,0,0,0
"1382",22,0,1,0,1,0,0,0,0,0,0
"1387",34,1,0,0,0,0,0,0,0,0,1
"1388",21,0,1,0,0,0,0,1,0,0,0
"1389",29,0,0,0,0,0,0,0,0,0,1
"1390",26,0,1,0,0,1,0,0,0,0,0
"1393",23,0,0,0,0,0,0,0,0,1,0
"1394",39,0,0,0,0,1,0,0,0,0,0
"1395",21,0,0,0,0,0,0,1,0,0,0
"1398",41,0,1,0,0,0,0,1,0,0,0
"1399",25,0,1,0,0,0,0,0,1,0,0
"1400",25,0,1,0,0,0,0,0,0,1,0
"1402",25,1,0,0,0,1,0,0,0,0,0
"1404",47,1,0,0,0,0,0,0,0,0,1
"1405",45,1,1,0,0,0,1,0,0,0,0
"1406",24,0,1,0,1,0,0,0,0,0,0
"1407",35,0,1,0,0,1,0,0,0,0,0
"1408",19,1,0,0,0,0,0,0,0,0,1
"1410",50,1,0,1,0,0,0,0,0,0,0
"1412",19,0,1,0,1,0,0,0,0,0,0
"1415",35,0,1,0,1,0,0,0,0,0,0
"1416",77,0,1,1,0,0,0,0,0,0,0
"1417",22,0,1,1,0,0,0,0,0,0,0
"1420",83,1,0,0,1,0,0,0,0,0,0
"1425",71,1,0,1,0,0,0,0,0,0,0
"1426",47,1,0,0,0,0,0,0,0,0,1
"1427",27,1,0,0,0,0,1,0,0,0,0
"1428",49,1,0,0,0,0,0,0,0,1,0
"1429",80,1,0,1,0,0,0,0,0,0,0
"1430",39,0,1,0,0,1,0,0,0,0,0
"1431",20,0,1,1,0,0,0,0,0,0,0
"1433",29,1,1,0,0,0,0,0,0,0,1
"1434",25,0,1,0,0,0,0,0,0,0,1
"1435",64,1,0,0,0,1,0,0,0,0,0
"1436",35,1,0,0,0,0,1,0,0,0,0
"1437",26,0,1,0,0,0,0,0,0,0,1
"1438",25,0,1,0,0,0,0,0,0,0,1
"1439",44,0,1,0,0,0,0,0,0,0,1
"1440",19,0,1,0,0,0,0,1,0,0,0
"1443",45,0,0,0,0,0,0,1,0,0,0
"1444",27,1,0,0,0,0,0,0,1,0,0
"1445",64,1,0,0,0,1,0,0,0,0,0
"1446",24,0,0,0,0,0,0,0,1,0,0
"1447",19,0,0,0,0,0,0,0,1,0,0
"1449",79,1,0,0,0,0,0,0,1,0,0
"1450",47,1,0,0,0,0,0,0,0,0,1
"1451",38,1,0,0,0,1,0,0,0,0,0
"1452",19,0,1,1,0,0,0,0,0,0,0
"1454",44,0,1,0,1,0,0,0,0,0,0
"1456",21,0,1,0,0,0,1,0,0,0,0
"1458",28,0,1,0,1,0,0,0,0,0,0
"1460",29,1,0,0,0,1,0,0,0,0,0
"1462",19,0,1,0,0,0,0,0,0,0,1
"1463",35,0,1,0,0,0,0,0,0,1,0
"1464",35,0,0,0,1,0,0,0,0,0,0
"1465",65,1,0,0,1,0,0,0,0,0,0
"1467",24,0,1,0,0,0,0,0,1,0,0
"1468",46,1,1,0,0,0,1,0,0,0,0
"1470",19,0,1,0,0,0,0,0,1,0,0
"1471",35,1,0,0,0,0,0,0,0,1,0
"1472",57,0,1,0,0,1,0,0,0,0,0
"1473",50,1,0,0,0,0,1,0,0,0,0
"1477",38,1,0,1,0,0,0,0,0,0,0
"1478",27,1,0,0,0,0,1,0,0,0,0
"1479",76,1,0,1,0,0,0,0,0,0,0
"1480",26,0,1,0,0,0,0,0,0,0,1
"1482",36,0,1,0,1,0,0,0,0,0,0
"1483",24,0,1,0,0,0,0,0,0,0,1
"1484",48,0,1,0,0,0,0,0,0,0,1
"1485",34,1,1,1,0,0,0,0,0,0,0
"1486",19,0,1,1,0,0,0,0,0,0,0
"1489",43,0,1,0,1,0,0,0,0,0,0
"1490",21,0,1,0,0,1,0,0,0,0,0
"1492",56,0,1,0,1,0,0,0,0,0,0
"1494",28,1,0,0,0,1,0,0,0,0,0
"1495",55,1,0,0,1,0,0,0,0,0,0
"1498",44,1,0,0,0,0,0,0,0,0,1
"1501",34,0,1,1,0,0,0,0,0,0,0
"1503",58,0,1,0,0,0,0,0,0,0,1
"1506",43,1,0,0,1,0,0,0,0,0,0
"1507",60,1,1,0,0,0,0,0,1,0,0
"1508",25,1,0,0,0,1,0,0,0,0,0
"1510",49,0,1,0,0,0,0,1,0,0,0
"1512",20,0,1,1,0,0,0,0,0,0,0
"1514",27,1,0,0,1,0,0,0,0,0,0
"1518",22,0,1,0,0,0,0,0,0,0,1
"1520",40,1,0,1,0,0,0,0,0,0,0
"1524",35,0,1,0,0,0,0,0,0,0,1
"1525",19,0,1,0,0,1,0,0,0,0,0
"1526",33,0,1,0,0,0,0,1,0,0,0
"1527",22,0,1,0,1,0,0,0,0,0,0
"1531",24,0,1,0,0,0,1,0,0,0,0
"1534",43,0,1,0,0,0,0,1,0,0,0
"1535",49,1,0,0,0,1,0,0,0,0,0
"1538",54,1,0,0,0,0,1,0,0,0,0
"1539",23,0,1,0,0,0,0,0,1,0,0
"1540",30,1,0,0,0,1,0,0,0,0,0
"1541",36,0,1,0,0,0,1,0,0,0,0
"1545",23,1,0,1,0,0,0,0,0,0,0
"1546",49,1,0,0,1,0,0,0,0,0,0
"1547",49,0,1,0,0,0,0,0,1,0,0
"1548",34,0,1,0,0,0,0,0,0,1,0
"1549",39,0,1,0,0,0,0,1,0,0,0
"1550",56,1,0,0,1,0,0,0,0,0,0
"1552",26,0,1,0,0,0,0,0,1,0,0
"1553",26,1,1,0,1,0,0,0,0,0,0
"1555",19,0,0,0,0,1,0,0,0,0,0
"1556",58,0,0,0,0,0,0,1,0,0,0
"1557",28,0,1,0,1,0,0,0,0,0,0
"1559",34,0,1,0,0,1,0,0,0,0,0
"1560",34,0,0,0,0,0,1,0,0,0,0
"1563",25,0,0,0,0,0,1,0,0,0,0
"1565",21,0,1,0,1,0,0,0,0,0,0
"1566",70,1,0,0,0,0,1,0,0,0,0
"1567",22,0,0,0,1,0,0,0,0,0,0
"1568",29,0,0,1,0,0,0,0,0,0,0
"1569",19,0,1,0,0,0,1,0,0,0,0
"1570",42,0,1,0,0,0,1,0,0,0,0
"1571",82,1,0,0,0,0,0,0,0,0,1
"1574",51,0,1,0,0,0,0,1,0,0,0
"1575",38,0,1,0,0,0,0,0,1,0,0
"1577",76,1,0,0,0,0,0,0,0,0,1
"1579",62,0,1,0,1,0,0,0,0,0,0
"1580",33,0,1,0,0,0,0,0,0,0,1
"1581",40,1,0,0,0,0,0,0,0,0,1
"1583",43,0,0,1,0,0,0,0,0,0,0
"1585",27,0,1,0,0,0,0,1,0,0,0
"1586",24,0,1,1,0,0,0,0,0,0,0
"1587",21,0,0,0,0,1,0,0,0,0,0
"1588",41,1,0,0,0,1,0,0,0,0,0
"1591",44,1,0,0,0,0,0,0,1,0,0
"1592",26,1,0,0,0,1,0,0,0,0,0
"1593",35,0,1,0,0,0,0,0,0,1,0
"1594",78,1,0,1,0,0,0,0,0,0,0
"1595",27,0,1,0,0,0,0,0,0,0,1
"1596",19,0,1,0,0,0,0,0,1,0,0
"1597",27,0,1,0,0,0,1,0,0,0,0
"1598",24,0,1,0,0,0,0,1,0,0,0
"1599",19,0,1,0,1,0,0,0,0,0,0
"1601",26,0,1,0,0,0,0,0,1,0,0
"1604",35,0,0,1,0,0,0,0,0,0,0
"1605",23,0,1,0,0,1,0,0,0,0,0
"1607",23,0,1,0,0,0,0,0,0,0,1
"1611",38,1,0,0,0,0,0,0,1,0,0
"1613",68,1,0,0,0,0,0,0,1,0,0
"1614",21,1,1,0,0,0,0,0,1,0,0
"1615",22,0,1,0,0,1,0,0,0,0,0
"1616",61,1,0,0,0,0,1,0,0,0,0
"1617",27,1,0,0,0,0,0,0,0,0,1
"1618",57,1,0,0,1,0,0,0,0,0,0
"1619",25,0,0,0,0,1,0,0,0,0,0
"1621",50,1,0,1,0,0,0,0,0,0,0
"1622",35,1,0,1,0,0,0,0,0,0,0
"1623",61,1,0,0,0,1,0,0,0,0,0
"1624",26,0,1,1,0,0,0,0,0,0,0
"1626",43,1,0,0,0,0,0,0,0,0,1
"1627",33,1,0,0,0,0,1,0,0,0,0
"1628",38,0,1,0,0,0,0,0,1,0,0
"1630",19,0,1,0,0,1,0,0,0,0,0
"1631",28,0,1,0,0,0,0,0,1,0,0
"1632",25,1,0,0,1,0,0,0,0,0,0
"1633",44,1,0,0,0,1,0,0,0,0,0
"1634",51,0,1,1,0,0,0,0,0,0,0
"1636",27,0,1,0,1,0,0,0,0,0,0
"1637",39,1,1,0,0,1,0,0,0,0,0
"1639",64,1,0,0,0,0,1,0,0,0,0
"1640",45,0,1,0,0,0,1,0,0,0,0
"1642",19,0,1,0,0,0,1,0,0,0,0
"1645",60,1,0,0,0,0,1,0,0,0,0
"1647",49,0,0,0,1,0,0,0,0,0,0
"1649",67,1,0,0,0,0,0,1,0,0,0
"1650",25,0,1,0,0,0,0,1,0,0,0
"1651",36,1,1,0,0,0,0,0,0,0,1
"1652",37,0,1,0,0,0,0,0,0,1,0
"1653",48,1,0,1,0,0,0,0,0,0,0
"1654",26,0,1,1,0,0,0,0,0,0,0
"1659",48,0,0,0,0,0,0,1,0,0,0
"1660",58,1,0,0,0,0,0,0,0,0,1
"1661",44,1,0,0,0,0,0,0,0,0,1
"1663",36,1,0,0,0,0,0,0,0,0,1
"1664",71,1,0,0,0,0,0,0,0,0,1
"1668",36,0,1,1,0,0,0,0,0,0,0
"1669",23,0,1,0,0,0,0,0,0,0,1
"1671",37,0,1,0,0,0,0,0,1,0,0
"1672",29,0,1,0,0,0,0,0,0,0,1
"1674",36,0,1,0,0,0,0,0,1,0,0
"1675",37,0,1,0,0,0,0,0,1,0,0
"1676",44,1,0,0,0,0,0,1,0,0,0
"1677",20,0,1,0,0,0,0,1,0,0,0
"1678",50,1,1,0,0,0,1,0,0,0,0
"1682",24,0,1,0,0,1,0,0,0,0,0
"1684",44,1,0,1,0,0,0,0,0,0,0
"1689",34,1,0,0,0,0,0,0,1,0,0
"1693",23,0,1,0,1,0,0,0,0,0,0
"1694",60,0,1,0,0,0,0,0,1,0,0
"1695",48,0,1,0,0,0,0,0,0,0,1
"1697",19,0,1,0,0,0,0,0,0,0,1
"1699",50,1,1,0,0,0,0,0,0,0,1
"1700",27,0,0,0,0,0,0,1,0,0,0
"1703",21,0,1,0,0,1,0,0,0,0,0
"1704",47,0,1,0,0,0,0,0,0,1,0
"1705",41,0,0,1,0,0,0,0,0,0,0
"1708",25,0,1,0,0,0,0,0,0,0,1
"1709",39,0,1,0,0,0,0,0,0,1,0
"1712",43,0,0,0,0,0,0,0,0,0,1
"1713",19,0,1,0,0,0,0,0,1,0,0
"1715",34,0,1,0,0,0,0,1,0,0,0
"1716",43,0,1,0,0,0,1,0,0,0,0
"1717",39,1,0,0,0,1,0,0,0,0,0
"1720",68,1,0,0,0,1,0,0,0,0,0
"1722",51,0,1,0,1,0,0,0,0,0,0
"1723",41,0,0,0,0,0,1,0,0,0,0
"1724",51,0,0,0,0,0,0,0,0,0,1
"1726",67,1,0,0,0,1,0,0,0,0,0
"1731",70,1,0,0,0,0,0,0,0,0,1
"1732",47,0,0,0,0,0,0,1,0,0,0
"1734",28,0,1,0,0,0,0,0,1,0,0
"1738",28,1,0,0,0,1,0,0,0,0,0
"1739",43,1,0,0,0,0,1,0,0,0,0
"1741",37,1,0,0,0,0,0,0,0,0,1
"1746",25,0,1,1,0,0,0,0,0,0,0
"1747",39,0,0,0,1,0,0,0,0,0,0
"1748",21,0,1,0,0,1,0,0,0,0,0
"1749",34,0,1,0,0,0,0,0,1,0,0
"1750",21,0,1,0,0,0,0,0,0,1,0
"1751",33,0,1,0,0,0,0,0,1,0,0
"1752",43,1,0,0,0,0,0,0,0,0,1
"1753",23,1,1,0,1,0,0,0,0,0,0
"1754",76,1,0,0,0,0,1,0,0,0,0
"1755",23,0,1,0,0,0,0,1,0,0,0
"1756",33,1,0,1,0,0,0,0,0,0,0
"1757",26,0,1,1,0,0,0,0,0,0,0
"1759",40,0,1,0,0,0,0,0,0,1,0
"1762",38,0,1,1,0,0,0,0,0,0,0
"1763",45,1,0,0,0,1,0,0,0,0,0
"1765",36,0,0,0,0,1,0,0,0,0,0
"1766",27,0,1,0,1,0,0,0,0,0,0
"1767",27,1,1,0,1,0,0,0,0,0,0
"1770",19,0,1,0,0,0,0,0,0,0,1
"1772",21,0,1,0,0,1,0,0,0,0,0
